Fonds,Pays / Info,Secteurs,Position,Véhicules,Catégorie,Géographie d'investissement,HQ,Bureaux,"Ticket 
(m€)","Ticket Min 
(m€)","Ticket Max
(m€)",Type d'investissement,Contact,Contact qualifié (Oui/Non),Appétence pour secteur,Thèse d'investissement (VE/EBITDA cible),Approché dans Opérations D&A ,Sources,Plaquette ,Commentaires
Etats-Unis - PE specialist,Tous secteurs,"ABRY PARTNERS |  Etats-Unis - PE specialist 1 (Majoritaire, Minoritaire, Mezzanine) Ticket unitaire:  15 - 150 M€    VE:  80 - 800 M€ Secteur:  Tous secteurs Zones géographiques:  Europe    Amérique du Nord",,,,,,,,,,,,,,,,,,
France - PE specialist,"Tous secteurs, Tous secteurs","APICAP |  France - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  5 - 30 M€    VE:  5 - 50 M€ Secteur:  Tous secteurs Zones géographiques:  France 2 (Venture) Ticket unitaire:  0 - 5 M€    VE:  0 - 0 M€ Secteur:  Tous secteurs Zones géographiques:  France",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"AUDAX PRIVATE EQUITY |  Etats-Unis - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  10 - 40 M€    VE:  80 - 400 M€ Secteur:  Tous secteurs Zones géographiques:  Etats-Unis",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,"Tous secteurs, Tous secteurs, Tous secteurs","PERMIRA |  Angleterre - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  90 - 2 000 M€    VE:  150 - 5 000 M€ Secteur:  Tous secteurs Zones géographiques:  Europe    Asie    Amérique du Nord 2 (Mezzanine, Unitranche) Ticket unitaire:  90 - 2 000 M€    VE:  150 - 5 000 M€ Secteur:  Tous secteurs Zones géographiques:  Europe    Asie    Amérique du Nord 3 (Venture (Serie B/C), Venture (Seed), Venture (Serie A), Venture) Ticket unitaire:  1 - 60 M€    VE:  1 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  Toutes zones géographiques",,,,,,,,,,,,,,,,,,
Suisse - PE specialist,Tous secteurs,"ACE & COMPANY |  Suisse - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  2 - 20 M€    VE:  25 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Toutes zones géographiques",,,,,,,,,,,,,,,,,,
France - Family Office,Tous secteurs,"SAGARD |  France - Family Office 1 (Majoritaire, Minoritaire) Ticket unitaire:  10 - 200 M€    VE:  60 - 400 M€ Secteur:  Tous secteurs Zones géographiques:  Belgique    France    Suisse",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,"Services aux Particuliers / Entreprises, ","EQUISTONE PARTNERS EUROPE |  Angleterre - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  25 - 250 M€    VE:  50 - 500 M€ Secteur:  Services aux Particuliers / Entreprises    Industrie Zones géographiques:  Europe",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Tous secteurs, Tous secteurs","OAKTREE CAPITAL MANAGEMENT |  Etats-Unis - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  200 - 700 M€    VE:  700 - 2 000 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Sud    Europe    Asie    Amérique du Nord 2 (Majoritaire, Minoritaire) Ticket unitaire:  30 - 200 M€    VE:  300 - 700 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Sud    Europe    Asie    Amérique du Nord",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,"Santé, Média, , , , , Internet et e-commerce, , ","LIVINGBRIDGE |  Angleterre - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  1 - 35 M€    VE:  5 - 90 M€ Secteur:  Santé    Média    Technologie    Energie et Environnement    Services Financiers    Biens de consommation Zones géographiques:  Royaume-Uni 2 (Venture) Ticket unitaire:  1 - 5 M€    VE:  0 - 0 M€ Secteur:  Internet et e-commerce    Technologie    Energie et Environnement Zones géographiques:  Royaume-Uni",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Santé, Technologie, , Santé, Technologie","BAIRD CAPITAL |  Etats-Unis - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  10 - 35 M€    VE:  15 - 90 M€ Secteur:  Santé    Technologie    Industrie Zones géographiques:  Etats-Unis    Europe    Asie 2 (Venture) Ticket unitaire:  10 - 20 M€    VE:  10 - 45 M€ Secteur:  Santé    Technologie Zones géographiques:  Etats-Unis",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Internet et e-commerce, , Internet et e-commerce, ","VISTA EQUITY PARTNERS |  Etats-Unis - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  15 - 800 M€    VE:  600 - 8 000 M€ Secteur:  Internet et e-commerce    Technologie Zones géographiques:  Etats-Unis 2 (Venture) Ticket unitaire:  15 - 400 M€    VE:  0 - 0 M€ Secteur:  Internet et e-commerce    Technologie Zones géographiques:  Etats-Unis",,,,,,,,,,,,,,,,,,
France - PE specialist,"Santé, Divertissement / Loisir / Restauration, , , , , , , , Santé, Divertissement / Loisir / Restauration, , , , , , , Santé, Divertissement / Loisir / Restauration, , , , , , ",CEREA PARTNERS |  France - PE specialist 1 (Majoritaire) Ticket unitaire:  8 - 60 M€    VE:  20 - 200 M€ Secteur:  Santé    Divertissement / Loisir / Restauration    Chimie et Matériaux primaires    Services aux Particuliers / Entreprises    Agroalimentaire    Transport et Logistique    Biens de consommation    Distribution aux Particuliers / Entreprises    Industrie Zones géographiques:  Europe de l'Ouest 2 (Mezzanine) Ticket unitaire:  5 - 70 M€    VE:  20 - 300 M€ Secteur:  Santé    Divertissement / Loisir / Restauration    Chimie et Matériaux primaires    Services aux Particuliers / Entreprises    Agroalimentaire    Biens de consommation    Transport et Logistique    Industrie Zones géographiques:  Europe de l'Ouest 3 (Unitranche) Ticket unitaire:  5 - 70 M€    VE:  20 - 300 M€ Secteur:  Santé    Divertissement / Loisir / Restauration    Chimie et Matériaux primaires    Services aux Particuliers / Entreprises    Agroalimentaire    Transport et Logistique    Biens de consommation    Industrie Zones géographiques:  Europe de l'Ouest,,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,"Santé, Média, , , , ","HG (EX HGCAPITAL) |  Angleterre - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  30 - 250 M€    VE:  15 - 600 M€ Secteur:  Santé    Média    Technologie    Energie et Environnement    Services aux Particuliers / Entreprises    Industrie Zones géographiques:  Europe    Asie    Amérique du Nord",,,,,,,,,,,,,,,,,,
Suisse - PE specialist,"Divertissement / Loisir / Restauration, , , , , ","PARTNERS GROUP |  Suisse - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  15 - 200 M€    VE:  70 - 1 000 M€ Secteur:  Divertissement / Loisir / Restauration    Santé    Technologie    Services Financiers    Services aux Particuliers / Entreprises    Biens de consommation Zones géographiques:  Europe    Asie    Amérique",,,,,,,,,,,,,,,,,,
Belgique - Family Office,"Tous secteurs, Tous secteurs, Tous secteurs","SOFINA |  Belgique - Family Office 1 (Minoritaire) Ticket unitaire:  75 - 300 M€    VE:  250 - 4 500 M€ Secteur:  Tous secteurs Zones géographiques:  Etats-Unis    Europe 2 (Minoritaire) Ticket unitaire:  10 - 40 M€    VE:  60 - 800 M€ Secteur:  Tous secteurs Zones géographiques:  Etats-Unis    Europe    Asie 3 (Venture (Serie B/C), Venture (Growth), Venture) Ticket unitaire:  5 - 10 M€    VE:  0 - 0 M€ Secteur:  Tous secteurs Zones géographiques:  Etats-Unis    Europe",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Santé, Technologie, ","MARLIN EQUITY PARTNERS |  Etats-Unis - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  5 - 400 M€    VE:  10 - 2 000 M€ Secteur:  Santé    Technologie    Services aux Particuliers / Entreprises Zones géographiques:  Europe    Amérique du Nord",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Tous secteurs,"INFLEXION PRIVATE EQUITY |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 450 M€    VE:  25 - 400 M€ Secteur:  Tous secteurs Zones géographiques:  Royaume-Uni    Europe",,,,,,,,,,,,,,,,,,
France - Family Office,"Tous secteurs, Tous secteurs","EVOLEM |  France - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 40 M€    VE:  10 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  France 2 (Venture (Serie A), Venture (Seed)) Ticket unitaire:  0 - 3 M€    VE:  0 - 0 M€ Secteur:  Tous secteurs Zones géographiques:  France",,,,,,,,,,,,,,,,,,
France - PE specialist,"Internet et e-commerce, , , , , , , , , , , , ","ENTREPRENEUR INVEST |  France - PE specialist 1 (Minoritaire, Mezzanine) Ticket unitaire:  2 - 10 M€    VE:  10 - 100 M€ Secteur:  Internet et e-commerce    Média    Divertissement / Loisir / Restauration    Santé    Industrie    Distribution aux Particuliers / Entreprises    Transport et Logistique    Services aux Particuliers / Entreprises    BTP / Construction    Services Financiers    Biens de consommation    Technologie    Agroalimentaire Zones géographiques:  France    Europe",,,,,,,,,,,,,,,,,,
France - PE specialist,"Internet et e-commerce, , , Internet et e-commerce, , , , Internet et e-commerce, , , , Internet et e-commerce, , ","ISAI |  France - PE specialist 1 (Venture (Serie A), Venture (Serie B/C), Venture (Growth)) Ticket unitaire:  1 - 5 M€    VE:  0 - 0 M€ Secteur:  Internet et e-commerce    Technologie    Services aux Particuliers / Entreprises Zones géographiques:  France 2 (Venture (Serie A), Venture (Seed)) Ticket unitaire:  0 - 1 M€    VE:  0 - 0 M€ Secteur:  Internet et e-commerce    Divertissement / Loisir / Restauration    Technologie    Services aux Particuliers / Entreprises Zones géographiques:  Etats-Unis 3 (Venture (Serie A), Venture (Seed)) Ticket unitaire:  0 - 3 M€    VE:  0 - 0 M€ Secteur:  Internet et e-commerce    Divertissement / Loisir / Restauration    Technologie    Services aux Particuliers / Entreprises Zones géographiques:  France 4 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 50 M€    VE:  5 - 100 M€ Secteur:  Internet et e-commerce    Technologie    Telecom Zones géographiques:  Europe",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"AQUILINE CAPITAL PARTNERS |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  45 - 300 M€    VE:  45 - 1 850 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord    Europe",,,,,,,,,,,,,,,,,,
France - PE specialist,"Tous secteurs, Tous secteurs","INITIATIVE & FINANCE (I&F) |  France - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  2 - 20 M€    VE:  5 - 80 M€ Secteur:  Tous secteurs Zones géographiques:  Luxembourg    France    Suisse    Belgique 2 (Minoritaire, Majoritaire) Ticket unitaire:  20 - 50 M€    VE:  80 - 250 M€ Secteur:  Tous secteurs Zones géographiques:  France    Europe de l'Ouest",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,"Tous secteurs, Tous secteurs","YFM EQUITY PARTNERS |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 15 M€    VE:  5 - 60 M€ Secteur:  Tous secteurs Zones géographiques:  Royaume-Uni    Europe 2 (Venture) Ticket unitaire:  2 - 10 M€    VE:  0 - 0 M€ Secteur:  Tous secteurs Zones géographiques:  Royaume-Uni",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,"Tous secteurs, Tous secteurs","VITRUVIAN PARTNERS |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  25 - 250 M€    VE:  75 - 1 000 M€ Secteur:  Tous secteurs Zones géographiques:  Toutes zones géographiques 2 (Venture (Growth), Venture) Ticket unitaire:  15 - 30 M€    VE:  0 - 0 M€ Secteur:  Tous secteurs Zones géographiques:  Asie    Amérique du Nord    Europe",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"STONE POINT CAPITAL |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  40 - 400 M€    VE:  80 - 2 000 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord    Europe",,,,,,,,,,,,,,,,,,
France - PE specialist,"Santé, Industrie, , ","ISATIS CAPITAL |  France - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  3 - 20 M€    VE:  5 - 80 M€ Secteur:  Santé    Industrie    Technologie    Services aux Particuliers / Entreprises Zones géographiques:  France",,,,,,,,,,,,,,,,,,
France - PE specialist,"Tous secteurs, Tous secteurs, Immobilier, Santé, Technologie","LBO FRANCE |  France - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  5 - 40 M€    VE:  25 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  France    Italie 2 (Majoritaire) Ticket unitaire:  30 - 130 M€    VE:  100 - 400 M€ Secteur:  Tous secteurs Zones géographiques:  France 3 (Minoritaire, Majoritaire) Ticket unitaire:  10 - 200 M€    VE:  19 - 400 M€ Secteur:  Immobilier Zones géographiques:  France 4 (Venture) Ticket unitaire:  0 - 5 M€    VE:  0 - 0 M€ Secteur:  Santé    Technologie Zones géographiques:  France",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,"Tous secteurs, Tous secteurs","TRITON ADVISERS |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  20 - 75 M€    VE:  15 - 600 M€ Secteur:  Tous secteurs Zones géographiques:  Europe de l'Ouest    Europe du Nord 2 (Unitranche, Mezzanine) Ticket unitaire:  1 - 50 M€    VE:  15 - 400 M€ Secteur:  Tous secteurs Zones géographiques:  Europe de l'Ouest    Europe du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"CLEARLAKE CAPITAL GROUP |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  20 - 80 M€    VE:  80 - 400 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Jersey - PE specialist,Tous secteurs,"NORDIC CAPITAL |  Jersey - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  100 - 300 M€    VE:  250 - 1 000 M€ Secteur:  Tous secteurs Zones géographiques:  Europe du Nord",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,"ONE EQUITY PARTNERS |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  40 - 200 M€    VE:  150 - 800 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique du Nord",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,"Biens de consommation, , , , ","3I GROUP |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  25 - 350 M€    VE:  100 - 600 M€ Secteur:  Biens de consommation    Santé    Industrie    Technologie    Services aux Particuliers / Entreprises Zones géographiques:  Amérique du Nord    Europe du Nord",,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,"Tous secteurs, Tous secteurs",SENECA PARTNERS |  Angleterre - PE specialist 1 (Minoritaire) Ticket unitaire:  1 - 10 M€    VE:  5 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Royaume-Uni    Irlande 2 (Venture) Ticket unitaire:  0 - 5 M€    VE:  1 - 60 M€ Secteur:  Tous secteurs Zones géographiques:  Royaume-Uni    Irlande,,,,,,,,,,,,,,,,,,
Angleterre - PE specialist,Tous secteurs,"ACTIS CAPITAL |  Angleterre - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  2 - 30 M€    VE:  5 - 90 M€ Secteur:  Tous secteurs Zones géographiques:  Asie    Afrique    Amérique",,,,,,,,,,,,,,,,,,
Pays-Bas - PE specialist,"Internet et e-commerce, , ",MAIN CAPITAL PARTNERS |  Pays-Bas - PE specialist 1 (Majoritaire) Ticket unitaire:  5 - 150 M€    VE:  10 - 250 M€ Secteur:  Internet et e-commerce    Santé    Technologie Zones géographiques:  Finlande    Danemark    Scandinavie    Luxembourg    Norvège    Allemagne    Suisse    Suède    Pays-Bas    Autriche    Belgique    Etats-Unis,,,,,,,,,,,,,,,,,,
France - PE specialist,Tous secteurs,"CICLAD |  France - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  2 - 20 M€    VE:  5 - 80 M€ Secteur:  Tous secteurs Zones géographiques:  France    Suisse    Italie    Benelux",,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,Tous secteurs,SUN CAPITAL PARTNERS |  Etats-Unis - PE specialist 1 (Majoritaire) Ticket unitaire:  15 - 350 M€    VE:  30 - 900 M€ Secteur:  Tous secteurs Zones géographiques:  Europe    Etats-Unis,,,,,,,,,,,,,,,,,,
Pays-Bas - Bank - PE dept,"Tous secteurs, Agroalimentaire, , Technologie","RABO CORPORATE INVESTMENTS |  Pays-Bas - Bank - PE dept 1 (Majoritaire, Minoritaire) Ticket unitaire:  5 - 25 M€    VE:  10 - 100 M€ Secteur:  Tous secteurs Zones géographiques:  Pays-Bas 2 (Venture) Ticket unitaire:  0 - 5 M€    VE:  0 - 0 M€ Secteur:  Agroalimentaire    Technologie Zones géographiques:  Pays-Bas 3 (Venture) Ticket unitaire:  0 - 5 M€    VE:  0 - 0 M€ Secteur:  Technologie Zones géographiques:  Pays-Bas",,,,,,,,,,,,,,,,,,
Allemagne - PE specialist,Tous secteurs,AURELIUS |  Allemagne - PE specialist 1 (Majoritaire) Ticket unitaire:  5 - 80 M€    VE:  30 - 1 000 M€ Secteur:  Tous secteurs Zones géographiques:  Europe,,,,,,,,,,,,,,,,,,
Guernsey - Bank - PE dept,Tous secteurs,"NB PRIVATE EQUITY PARTNERS |  Guernsey - Bank - PE dept 1 (Minoritaire, Majoritaire) Ticket unitaire:  100 - 1 000 M€    VE:  200 - 2 000 M€ Secteur:  Tous secteurs Zones géographiques:  Amérique    Asie    Europe",,,,,,,,,,,,,,,,,,
Pays-Bas - Family Office,Tous secteurs,"EXOR |  Pays-Bas - Family Office 1 (Minoritaire, Majoritaire) Ticket unitaire:  50 - 500 M€    VE:  250 - 1 500 M€ Secteur:  Tous secteurs Zones géographiques:  Europe de l'Ouest    Inde",,,,,,,,,,,,,,,,,,
France - Bank - PE dept,Tous secteurs,SOCADIF |  France - Bank - PE dept 1 (Minoritaire) Ticket unitaire:  1 - 50 M€    VE:  5 - 200 M€ Secteur:  Tous secteurs Zones géographiques:  France,,,,,,,,,,,,,,,,,,
Suède - PE specialist,Tous secteurs,"ALTOR EQUITY PARTNERS |  Suède - PE specialist 1 (Majoritaire, Minoritaire) Ticket unitaire:  20 - 100 M€    VE:  100 - 500 M€ Secteur:  Tous secteurs Zones géographiques:  Scandinavie",,,,,,,,,,,,,,,,,,
France - Bank - PE dept,Tous secteurs,GARIBALDI PARTICIPATIONS |  France - Bank - PE dept 1 (Minoritaire) Ticket unitaire:  1 - 10 M€    VE:  5 - 300 M€ Secteur:  Tous secteurs Zones géographiques:  France,,,,,,,,,,,,,,,,,,
Etats-Unis - PE specialist,"Distribution aux Particuliers / Entreprises, , , , ","LEONARD GREEN & PARTNERS |  Etats-Unis - PE specialist 1 (Minoritaire, Majoritaire) Ticket unitaire:  40 - 400 M€    VE:  80 - 3 000 M€ Secteur:  Distribution aux Particuliers / Entreprises    Services Financiers    Santé    Industrie    Services aux Particuliers / Entreprises Zones géographiques:  Etats-Unis",,,,,,,,,,,,,,,,,,
France - PE specialist,"Santé, Technologie, , , , Santé, Technologie, , , ","SEVEN2 (EX APAX PARTNERS) |  France - PE specialist 1 (Majoritaire) Ticket unitaire:  50 - 250 M€    VE:  100 - 500 M€ Secteur:  Santé    Technologie    Telecom    Services aux Particuliers / Entreprises    Biens de consommation Zones géographiques:  France    Europe 2 (Majoritaire, Minoritaire) Ticket unitaire:  15 - 50 M€    VE:  10 - 100 M€ Secteur:  Santé    Technologie    Telecom    Services aux Particuliers / Entreprises    Biens de consommation Zones géographiques:  France",,,,,,,,,,,,,,,,,,
